Source: 0, Dest: 0, Next Node: -1
Source: 3, Dest: 2, Next Node: 1
Source: 3, Dest: 3, Next Node: -1
Source: 3, Dest: 4, Next Node: 1
Source: 3, Dest: 5, Next Node: 1
Source: 3, Dest: 6, Next Node: 1
Source: 3, Dest: 7, Next Node: 1
Source: 3, Dest: 8, Next Node: 1
Source: 3, Dest: 9, Next Node: 1
Source: 3, Dest: 10, Next Node: 1
Source: 3, Dest: 11, Next Node: 1
Source: 3, Dest: 12, Next Node: -1
Source: 3, Dest: 13, Next Node: 1
Source: 3, Dest: 14, Next Node: 1
Source: 3, Dest: 15, Next Node: 1
Source: 3, Dest: 16, Next Node: -1
Source: 3, Dest: 17, Next Node: 1
Source: 3, Dest: 18, Next Node: 1
Source: 3, Dest: 19, Next Node: 1
Source: 3, Dest: 20, Next Node: 1
Source: 3, Dest: 21, Next Node: 1
Source: 3, Dest: 22, Next Node: 1
Source: 3, Dest: 23, Next Node: 1
Source: 3, Dest: 24, Next Node: 1
Source: 3, Dest: 25, Next Node: 1
Source: 3, Dest: 26, Next Node: 1
Source: 4, Dest: 0, Next Node: 2
Source: 4, Dest: 1, Next Node: 2
Source: 4, Dest: 2, Next Node: 4
Source: 4, Dest: 3, Next Node: 2
Source: 4, Dest: 4, Next Node: -1
Source: 4, Dest: 5, Next Node: 22
Source: 4, Dest: 6, Next Node: 2
Source: 4, Dest: 7, Next Node: 22
Source: 4, Dest: 8, Next Node: 2
Source: 4, Dest: 9, Next Node: 2
Source: 4, Dest: 10, Next Node: 2
Source: 4, Dest: 11, Next Node: 2
Source: 4, Dest: 12, Next Node: -1
Source: 4, Dest: 13, Next Node: 2
Source: 4, Dest: 14, Next Node: 2
Source: 4, Dest: 15, Next Node: 22
Source: 4, Dest: 16, Next Node: -1
Source: 4, Dest: 17, Next Node: 22
Source: 4, Dest: 18, Next Node: 22
Source: 4, Dest: 19, Next Node: 22
Source: 4, Dest: 20, Next Node: 22
Source: 4, Dest: 21, Next Node: 22
Source: 4, Dest: 22, Next Node: 4
Source: 4, Dest: 23, Next Node: 22
Source: 4, Dest: 24, Next Node: 22
Source: 4, Dest: 25, Next Node: 22
Source: 4, Dest: 26, Next Node: 4
Source: 5, Dest: 0, Next Node: 6
Source: 5, Dest: 1, Next Node: 6
Source: 5, Dest: 2, Next Node: 6
Source: 5, Dest: 3, Next Node: 6
Source: 5, Dest: 4, Next Node: 21
Source: 5, Dest: 5, Next Node: -1
Source: 5, Dest: 6, Next Node: 5
Source: 5, Dest: 7, Next Node: 21
Source: 5, Dest: 8, Next Node: 6
Source: 5, Dest: 9, Next Node: 6
Source: 5, Dest: 10, Next Node: 6
Source: 5, Dest: 11, Next Node: 6
Source: 5, Dest: 12, Next Node: -1
Source: 5, Dest: 13, Next Node: 6
Source: 5, Dest: 14, Next Node: 6
Source: 5, Dest: 15, Next Node: 5
Source: 5, Dest: 16, Next Node: -1
Source: 5, Dest: 17, Next Node: 21
Source: 5, Dest: 18, Next Node: 21
Source: 5, Dest: 19, Next Node: 21
Source: 5, Dest: 20, Next Node: 21
Source: 5, Dest: 21, Next Node: 5
Source: 5, Dest: 22, Next Node: 21
Source: 5, Dest: 23, Next Node: 21
Source: 5, Dest: 24, Next Node: 21
Source: 5, Dest: 25, Next Node: 21
Source: 5, Dest: 26, Next Node: 21
Source: 6, Dest: 0, Next Node: 1
Source: 6, Dest: 1, Next Node: 6
Source: 6, Dest: 2, Next Node: 1
Source: 6, Dest: 3, Next Node: 1
Source: 6, Dest: 4, Next Node: 1
Source: 6, Dest: 5, Next Node: 6
Source: 6, Dest: 6, Next Node: -1
Source: 6, Dest: 7, Next Node: 5
Source: 6, Dest: 8, Next Node: 1
Source: 6, Dest: 9, Next Node: 1
Source: 6, Dest: 10, Next Node: 1
Source: 6, Dest: 11, Next Node: 1
Source: 6, Dest: 12, Next Node: -1
Source: 6, Dest: 13, Next Node: 1
Source: 6, Dest: 14, Next Node: 1
Source: 6, Dest: 15, Next Node: 5
Source: 6, Dest: 16, Next Node: -1
Source: 6, Dest: 17, Next Node: 5
Source: 6, Dest: 18, Next Node: 5
Source: 6, Dest: 19, Next Node: 5
Source: 6, Dest: 20, Next Node: 5
Source: 6, Dest: 21, Next Node: 5
Source: 6, Dest: 22, Next Node: 5
Source: 6, Dest: 23, Next Node: 5
Source: 6, Dest: 24, Next Node: 5
Source: 6, Dest: 25, Next Node: 5
Source: 6, Dest: 26, Next Node: 5
Source: 7, Dest: 0, Next Node: 22
Source: 7, Dest: 1, Next Node: 22
Source: 7, Dest: 2, Next Node: 22
Source: 7, Dest: 3, Next Node: 22
Source: 7, Dest: 4, Next Node: 22
Source: 7, Dest: 5, Next Node: 23
Source: 7, Dest: 6, Next Node: 23
Source: 7, Dest: 7, Next Node: -1
Source: 7, Dest: 8, Next Node: 22
Source: 7, Dest: 9, Next Node: 22
Source: 7, Dest: 10, Next Node: 22
Source: 7, Dest: 11, Next Node: 22
Source: 7, Dest: 12, Next Node: -1
Source: 7, Dest: 13, Next Node: 22
Source: 7, Dest: 14, Next Node: 22
Source: 7, Dest: 15, Next Node: 23
Source: 7, Dest: 16, Next Node: -1
Source: 7, Dest: 17, Next Node: 7
Source: 7, Dest: 18, Next Node: 7
Source: 7, Dest: 19, Next Node: 23
Source: 7, Dest: 20, Next Node: 23
Source: 7, Dest: 21, Next Node: 23
Source: 7, Dest: 22, Next Node: 7
Source: 7, Dest: 23, Next Node: 7
Source: 7, Dest: 24, Next Node: 18
Source: 7, Dest: 25, Next Node: 18
Source: 7, Dest: 26, Next Node: 18
Source: 8, Dest: 0, Next Node: 2
Source: 8, Dest: 1, Next Node: 2
Source: 8, Dest: 2, Next Node: 8
Source: 8, Dest: 3, Next Node: 2
Source: 8, Dest: 4, Next Node: 2
Source: 8, Dest: 5, Next Node: 2
Source: 8, Dest: 6, Next Node: 2
Source: 8, Dest: 7, Next Node: 2
Source: 8, Dest: 8, Next Node: -1
Source: 8, Dest: 9, Next Node: 8
Source: 8, Dest: 10, Next Node: 8
Source: 8, Dest: 11, Next Node: 8
Source: 8, Dest: 12, Next Node: -1
Source: 8, Dest: 13, Next Node: 2
Source: 8, Dest: 14, Next Node: 2
Source: 8, Dest: 15, Next Node: 2
Source: 8, Dest: 16, Next Node: -1
Source: 8, Dest: 17, Next Node: 2
Source: 8, Dest: 18, Next Node: 2
Source: 8, Dest: 19, Next Node: 2
Source: 8, Dest: 20, Next Node: 2
Source: 8, Dest: 21, Next Node: 2
Source: 8, Dest: 22, Next Node: 2
Source: 8, Dest: 23, Next Node: 2
Source: 8, Dest: 24, Next Node: 2
Source: 8, Dest: 25, Next Node: 2
Source: 8, Dest: 26, Next Node: 2
Source: 9, Dest: 0, Next Node: 8
Source: 9, Dest: 1, Next Node: 8
Source: 9, Dest: 2, Next Node: 8
Source: 9, Dest: 3, Next Node: 8
Source: 9, Dest: 4, Next Node: 8
Source: 9, Dest: 5, Next Node: 8
Source: 9, Dest: 6, Next Node: 8
Source: 9, Dest: 7, Next Node: 8
Source: 9, Dest: 8, Next Node: 9
Source: 9, Dest: 9, Next Node: -1
Source: 9, Dest: 10, Next Node: 9
Source: 9, Dest: 11, Next Node: 8
Source: 9, Dest: 12, Next Node: -1
Source: 9, Dest: 13, Next Node: 8
Source: 9, Dest: 14, Next Node: 8
Source: 9, Dest: 15, Next Node: 8
Source: 9, Dest: 16, Next Node: -1
Source: 9, Dest: 17, Next Node: 8
Source: 9, Dest: 18, Next Node: 8
Source: 9, Dest: 19, Next Node: 8
Source: 9, Dest: 20, Next Node: 8
Source: 9, Dest: 21, Next Node: 8
Source: 9, Dest: 22, Next Node: 8
Source: 9, Dest: 23, Next Node: 8
Source: 9, Dest: 24, Next Node: 8
Source: 9, Dest: 25, Next Node: 8
Source: 9, Dest: 26, Next Node: 8
Source: 10, Dest: 0, Next Node: 8
Source: 10, Dest: 1, Next Node: 8
Source: 10, Dest: 2, Next Node: 8
Source: 10, Dest: 3, Next Node: 8
Source: 10, Dest: 4, Next Node: 8
Source: 10, Dest: 5, Next Node: 8
Source: 10, Dest: 6, Next Node: 8
Source: 10, Dest: 7, Next Node: 8
Source: 10, Dest: 8, Next Node: 10
Source: 10, Dest: 9, Next Node: 10
Source: 10, Dest: 10, Next Node: -1
Source: 10, Dest: 11, Next Node: 8
Source: 10, Dest: 12, Next Node: -1
Source: 10, Dest: 13, Next Node: 8
Source: 10, Dest: 14, Next Node: 8
Source: 10, Dest: 15, Next Node: 8
Source: 10, Dest: 16, Next Node: -1
Source: 10, Dest: 17, Next Node: 8
Source: 10, Dest: 18, Next Node: 8
Source: 10, Dest: 19, Next Node: 8
Source: 10, Dest: 20, Next Node: 8
Source: 10, Dest: 21, Next Node: 8
Source: 10, Dest: 22, Next Node: 8
Source: 10, Dest: 23, Next Node: 8
Source: 10, Dest: 24, Next Node: 8
Source: 10, Dest: 25, Next Node: 8
Source: 10, Dest: 26, Next Node: 8
Source: 11, Dest: 0, Next Node: 8
Source: 11, Dest: 1, Next Node: 8
Source: 11, Dest: 2, Next Node: 8
Source: 11, Dest: 3, Next Node: 8
Source: 11, Dest: 4, Next Node: 8
Source: 11, Dest: 5, Next Node: 8
Source: 11, Dest: 6, Next Node: 8
Source: 11, Dest: 7, Next Node: 8
Source: 11, Dest: 8, Next Node: 11
Source: 11, Dest: 9, Next Node: 8
Source: 11, Dest: 10, Next Node: 8
Source: 11, Dest: 11, Next Node: -1
Source: 11, Dest: 12, Next Node: -1
Source: 11, Dest: 13, Next Node: 8
Source: 11, Dest: 14, Next Node: 8
Source: 11, Dest: 15, Next Node: 8
Source: 11, Dest: 16, Next Node: -1
Source: 11, Dest: 17, Next Node: 8
Source: 11, Dest: 18, Next Node: 8
Source: 11, Dest: 19, Next Node: 8
Source: 11, Dest: 20, Next Node: 8
Source: 11, Dest: 21, Next Node: 8
Source: 11, Dest: 22, Next Node: 8
Source: 11, Dest: 23, Next Node: 8
Source: 11, Dest: 24, Next Node: 8
Source: 11, Dest: 25, Next Node: 8
Source: 11, Dest: 26, Next Node: 8
Source: 12, Dest: 0, Next Node: -1
Source: 12, Dest: 1, Next Node: -1
Source: 12, Dest: 2, Next Node: -1
Source: 12, Dest: 3, Next Node: -1
Source: 12, Dest: 4, Next Node: -1
Source: 12, Dest: 5, Next Node: -1
Source: 12, Dest: 6, Next Node: -1
Source: 12, Dest: 7, Next Node: -1
Source: 12, Dest: 8, Next Node: -1
Source: 12, Dest: 9, Next Node: -1
Source: 12, Dest: 10, Next Node: -1
Source: 12, Dest: 11, Next Node: -1
Source: 12, Dest: 12, Next Node: -1
Source: 12, Dest: 13, Next Node: -1
Source: 12, Dest: 14, Next Node: -1
Source: 12, Dest: 15, Next Node: -1
Source: 12, Dest: 16, Next Node: -1
Source: 12, Dest: 17, Next Node: -1
Source: 12, Dest: 18, Next Node: -1
Source: 12, Dest: 19, Next Node: -1
Source: 12, Dest: 20, Next Node: -1
Source: 12, Dest: 21, Next Node: -1
Source: 12, Dest: 22, Next Node: -1
Source: 12, Dest: 23, Next Node: -1
Source: 12, Dest: 24, Next Node: -1
Source: 12, Dest: 25, Next Node: -1
Source: 12, Dest: 26, Next Node: -1
Source: 13, Dest: 0, Next Node: 14
Source: 13, Dest: 1, Next Node: 14
Source: 13, Dest: 2, Next Node: 13
Source: 13, Dest: 3, Next Node: 14
Source: 13, Dest: 4, Next Node: 2
Source: 13, Dest: 5, Next Node: 14
Source: 13, Dest: 6, Next Node: 14
Source: 13, Dest: 7, Next Node: 2
Source: 13, Dest: 8, Next Node: 2
Source: 13, Dest: 9, Next Node: 2
Source: 13, Dest: 10, Next Node: 2
Source: 13, Dest: 11, Next Node: 2
Source: 13, Dest: 12, Next Node: -1
Source: 13, Dest: 13, Next Node: -1
Source: 13, Dest: 14, Next Node: 13
Source: 13, Dest: 15, Next Node: 14
Source: 13, Dest: 16, Next Node: -1
Source: 13, Dest: 17, Next Node: 2
Source: 13, Dest: 18, Next Node: 2
Source: 13, Dest: 19, Next Node: 2
Source: 13, Dest: 20, Next Node: 2
Source: 13, Dest: 21, Next Node: 2
Source: 13, Dest: 22, Next Node: 2
Source: 13, Dest: 23, Next Node: 2
Source: 13, Dest: 24, Next Node: 2
Source: 13, Dest: 25, Next Node: 2
Source: 13, Dest: 26, Next Node: 2
Source: 14, Dest: 0, Next Node: 1
Source: 14, Dest: 1, Next Node: 14
Source: 14, Dest: 2, Next Node: 13
Source: 14, Dest: 3, Next Node: 1
Source: 14, Dest: 4, Next Node: 13
Source: 14, Dest: 5, Next Node: 1
Source: 14, Dest: 6, Next Node: 1
Source: 14, Dest: 7, Next Node: 13
Source: 14, Dest: 8, Next Node: 13
Source: 14, Dest: 9, Next Node: 13
Source: 14, Dest: 10, Next Node: 13
Source: 14, Dest: 11, Next Node: 13
Source: 14, Dest: 12, Next Node: -1
Source: 14, Dest: 13, Next Node: 14
Source: 14, Dest: 14, Next Node: -1
Source: 14, Dest: 15, Next Node: 1
Source: 14, Dest: 16, Next Node: -1
Source: 14, Dest: 17, Next Node: 13
Source: 14, Dest: 18, Next Node: 13
Source: 14, Dest: 19, Next Node: 13
Source: 14, Dest: 20, Next Node: 13
Source: 14, Dest: 21, Next Node: 1
Source: 14, Dest: 22, Next Node: 13
Source: 14, Dest: 23, Next Node: 13
Source: 14, Dest: 24, Next Node: 13
Source: 14, Dest: 25, Next Node: 13
Source: 14, Dest: 26, Next Node: 13
Source: 15, Dest: 0, Next Node: 5
Source: 15, Dest: 1, Next Node: 5
Source: 15, Dest: 2, Next Node: 19
Source: 15, Dest: 3, Next Node: 5
Source: 15, Dest: 4, Next Node: 19
Source: 15, Dest: 5, Next Node: 15
Source: 15, Dest: 6, Next Node: 5
Source: 15, Dest: 7, Next Node: 19
Source: 15, Dest: 8, Next Node: 19
Source: 15, Dest: 9, Next Node: 19
Source: 15, Dest: 10, Next Node: 19
Source: 15, Dest: 11, Next Node: 19
Source: 15, Dest: 12, Next Node: -1
Source: 15, Dest: 13, Next Node: 5
Source: 15, Dest: 14, Next Node: 5
Source: 15, Dest: 15, Next Node: -1
Source: 15, Dest: 16, Next Node: -1
Source: 15, Dest: 17, Next Node: 19
Source: 15, Dest: 18, Next Node: 19
Source: 15, Dest: 19, Next Node: 15
Source: 15, Dest: 20, Next Node: 19
Source: 15, Dest: 21, Next Node: 15
Source: 15, Dest: 22, Next Node: 19
Source: 15, Dest: 23, Next Node: 19
Source: 15, Dest: 24, Next Node: 19
Source: 15, Dest: 25, Next Node: 19
Source: 15, Dest: 26, Next Node: 19
Source: 16, Dest: 0, Next Node: -1
Source: 16, Dest: 1, Next Node: -1
Source: 16, Dest: 2, Next Node: -1
Source: 16, Dest: 3, Next Node: -1
Source: 16, Dest: 4, Next Node: -1
Source: 16, Dest: 5, Next Node: -1
Source: 16, Dest: 6, Next Node: -1
Source: 16, Dest: 7, Next Node: -1
Source: 16, Dest: 8, Next Node: -1
Source: 16, Dest: 9, Next Node: -1
Source: 16, Dest: 10, Next Node: -1
Source: 16, Dest: 11, Next Node: -1
Source: 16, Dest: 12, Next Node: -1
Source: 16, Dest: 13, Next Node: -1
Source: 16, Dest: 14, Next Node: -1
Source: 16, Dest: 15, Next Node: -1
Source: 16, Dest: 16, Next Node: -1
Source: 16, Dest: 17, Next Node: -1
Source: 16, Dest: 18, Next Node: -1
Source: 16, Dest: 19, Next Node: -1
Source: 16, Dest: 20, Next Node: -1
Source: 16, Dest: 21, Next Node: -1
Source: 16, Dest: 22, Next Node: -1
Source: 16, Dest: 23, Next Node: -1
Source: 16, Dest: 24, Next Node: -1
Source: 16, Dest: 25, Next Node: -1
Source: 16, Dest: 26, Next Node: -1
Source: 17, Dest: 0, Next Node: 22
Source: 17, Dest: 1, Next Node: 22
Source: 17, Dest: 2, Next Node: 22
Source: 17, Dest: 3, Next Node: 22
Source: 17, Dest: 4, Next Node: 22
Source: 17, Dest: 5, Next Node: 7
Source: 17, Dest: 6, Next Node: 7
Source: 17, Dest: 7, Next Node: 17
Source: 17, Dest: 8, Next Node: 22
Source: 17, Dest: 9, Next Node: 22
Source: 17, Dest: 10, Next Node: 22
Source: 17, Dest: 11, Next Node: 22
Source: 17, Dest: 12, Next Node: -1
Source: 17, Dest: 13, Next Node: 22
Source: 17, Dest: 14, Next Node: 22
Source: 17, Dest: 15, Next Node: 7
Source: 17, Dest: 16, Next Node: -1
Source: 17, Dest: 17, Next Node: -1
Source: 17, Dest: 18, Next Node: 7
Source: 17, Dest: 19, Next Node: 7
Source: 17, Dest: 20, Next Node: 7
Source: 17, Dest: 21, Next Node: 7
Source: 17, Dest: 22, Next Node: 17
Source: 17, Dest: 23, Next Node: 7
Source: 17, Dest: 24, Next Node: 17
Source: 17, Dest: 25, Next Node: 22
Source: 17, Dest: 26, Next Node: 22
Source: 18, Dest: 0, Next Node: 22
Source: 18, Dest: 1, Next Node: 22
Source: 18, Dest: 2, Next Node: 22
Source: 18, Dest: 3, Next Node: 22
Source: 18, Dest: 4, Next Node: 22
Source: 18, Dest: 5, Next Node: 7
Source: 18, Dest: 6, Next Node: 7
Source: 18, Dest: 7, Next Node: 18
Source: 18, Dest: 8, Next Node: 22
Source: 18, Dest: 9, Next Node: 22
Source: 18, Dest: 10, Next Node: 22
Source: 18, Dest: 11, Next Node: 22
Source: 18, Dest: 12, Next Node: -1
Source: 18, Dest: 13, Next Node: 22
Source: 18, Dest: 14, Next Node: 22
Source: 18, Dest: 15, Next Node: 7
Source: 18, Dest: 16, Next Node: -1
Source: 18, Dest: 17, Next Node: 7
Source: 18, Dest: 18, Next Node: -1
Source: 18, Dest: 19, Next Node: 7
Source: 18, Dest: 20, Next Node: 7
Source: 18, Dest: 21, Next Node: 7
Source: 18, Dest: 22, Next Node: 18
Source: 18, Dest: 23, Next Node: 7
Source: 18, Dest: 24, Next Node: 25
Source: 18, Dest: 25, Next Node: 18
Source: 18, Dest: 26, Next Node: 25
Source: 19, Dest: 0, Next Node: 21
Source: 19, Dest: 1, Next Node: 21
Source: 19, Dest: 2, Next Node: 23
Source: 19, Dest: 3, Next Node: 21
Source: 19, Dest: 4, Next Node: 23
Source: 19, Dest: 5, Next Node: 21
Source: 19, Dest: 6, Next Node: 21
Source: 19, Dest: 7, Next Node: 23
Source: 19, Dest: 8, Next Node: 23
Source: 19, Dest: 9, Next Node: 23
Source: 19, Dest: 10, Next Node: 23
Source: 19, Dest: 11, Next Node: 23
Source: 19, Dest: 12, Next Node: -1
Source: 19, Dest: 13, Next Node: 23
Source: 19, Dest: 14, Next Node: 23
Source: 19, Dest: 15, Next Node: 19
Source: 19, Dest: 16, Next Node: -1
Source: 19, Dest: 17, Next Node: 23
Source: 19, Dest: 18, Next Node: 23
Source: 19, Dest: 19, Next Node: -1
Source: 19, Dest: 20, Next Node: 19
Source: 19, Dest: 21, Next Node: 19
Source: 19, Dest: 22, Next Node: 23
Source: 19, Dest: 23, Next Node: 19
Source: 19, Dest: 24, Next Node: 23
Source: 19, Dest: 25, Next Node: 23
Source: 19, Dest: 26, Next Node: 23
Source: 20, Dest: 0, Next Node: 19
Source: 20, Dest: 1, Next Node: 19
Source: 20, Dest: 2, Next Node: 19
Source: 20, Dest: 3, Next Node: 19
Source: 20, Dest: 4, Next Node: 19
Source: 20, Dest: 5, Next Node: 19
Source: 20, Dest: 6, Next Node: 19
Source: 20, Dest: 7, Next Node: 19
Source: 20, Dest: 8, Next Node: 19
Source: 20, Dest: 9, Next Node: 19
Source: 20, Dest: 10, Next Node: 19
Source: 20, Dest: 11, Next Node: 19
Source: 20, Dest: 12, Next Node: -1
Source: 20, Dest: 13, Next Node: 19
Source: 20, Dest: 14, Next Node: 19
Source: 20, Dest: 15, Next Node: 19
Source: 20, Dest: 16, Next Node: -1
Source: 20, Dest: 17, Next Node: 19
Source: 20, Dest: 18, Next Node: 19
Source: 20, Dest: 19, Next Node: 20
Source: 20, Dest: 20, Next Node: -1
Source: 20, Dest: 21, Next Node: 19
Source: 20, Dest: 22, Next Node: 19
Source: 20, Dest: 23, Next Node: 19
Source: 20, Dest: 24, Next Node: 19
Source: 20, Dest: 25, Next Node: 19
Source: 20, Dest: 26, Next Node: 19
Source: 21, Dest: 0, Next Node: 5
Source: 21, Dest: 1, Next Node: 5
Source: 21, Dest: 2, Next Node: 19
Source: 21, Dest: 3, Next Node: 5
Source: 21, Dest: 4, Next Node: 19
Source: 21, Dest: 5, Next Node: 21
Source: 21, Dest: 6, Next Node: 5
Source: 21, Dest: 7, Next Node: 19
Source: 21, Dest: 8, Next Node: 19
Source: 21, Dest: 9, Next Node: 19
Source: 21, Dest: 10, Next Node: 19
Source: 21, Dest: 11, Next Node: 19
Source: 21, Dest: 12, Next Node: -1
Source: 21, Dest: 13, Next Node: 19
Source: 21, Dest: 14, Next Node: 5
Source: 21, Dest: 15, Next Node: 21
Source: 21, Dest: 16, Next Node: -1
Source: 21, Dest: 17, Next Node: 19
Source: 21, Dest: 18, Next Node: 19
Source: 21, Dest: 19, Next Node: 21
Source: 21, Dest: 20, Next Node: 19
Source: 21, Dest: 21, Next Node: -1
Source: 21, Dest: 22, Next Node: 19
Source: 21, Dest: 23, Next Node: 19
Source: 21, Dest: 24, Next Node: 19
Source: 21, Dest: 25, Next Node: 19
Source: 21, Dest: 26, Next Node: 19
Source: 22, Dest: 0, Next Node: 4
Source: 22, Dest: 1, Next Node: 4
Source: 22, Dest: 2, Next Node: 4
Source: 22, Dest: 3, Next Node: 4
Source: 22, Dest: 4, Next Node: 22
Source: 22, Dest: 5, Next Node: 7
Source: 22, Dest: 6, Next Node: 7
Source: 22, Dest: 7, Next Node: 22
Source: 22, Dest: 8, Next Node: 4
Source: 22, Dest: 9, Next Node: 4
Source: 22, Dest: 10, Next Node: 4
Source: 22, Dest: 11, Next Node: 4
Source: 22, Dest: 12, Next Node: -1
Source: 22, Dest: 13, Next Node: 4
Source: 22, Dest: 14, Next Node: 4
Source: 22, Dest: 15, Next Node: 7
Source: 22, Dest: 16, Next Node: -1
Source: 22, Dest: 17, Next Node: 22
Source: 22, Dest: 18, Next Node: 22
Source: 22, Dest: 19, Next Node: 7
Source: 22, Dest: 20, Next Node: 7
Source: 22, Dest: 21, Next Node: 7
Source: 22, Dest: 22, Next Node: -1
Source: 22, Dest: 23, Next Node: 7
Source: 22, Dest: 24, Next Node: 25
Source: 22, Dest: 25, Next Node: 22
Source: 22, Dest: 26, Next Node: 25
Source: 23, Dest: 0, Next Node: 19
Source: 23, Dest: 1, Next Node: 19
Source: 23, Dest: 2, Next Node: 7
Source: 23, Dest: 3, Next Node: 19
Source: 23, Dest: 4, Next Node: 7
Source: 23, Dest: 5, Next Node: 19
Source: 23, Dest: 6, Next Node: 19
Source: 23, Dest: 7, Next Node: 23
Source: 23, Dest: 8, Next Node: 7
Source: 23, Dest: 9, Next Node: 7
Source: 23, Dest: 10, Next Node: 7
Source: 23, Dest: 11, Next Node: 7
Source: 23, Dest: 12, Next Node: -1
Source: 23, Dest: 13, Next Node: 7
Source: 23, Dest: 14, Next Node: 7
Source: 23, Dest: 15, Next Node: 19
Source: 23, Dest: 16, Next Node: -1
Source: 23, Dest: 17, Next Node: 7
Source: 23, Dest: 18, Next Node: 7
Source: 23, Dest: 19, Next Node: 23
Source: 23, Dest: 20, Next Node: 19
Source: 23, Dest: 21, Next Node: 19
Source: 23, Dest: 22, Next Node: 7
Source: 23, Dest: 23, Next Node: -1
Source: 23, Dest: 24, Next Node: 7
Source: 23, Dest: 25, Next Node: 7
Source: 23, Dest: 26, Next Node: 7
Source: 24, Dest: 0, Next Node: 25
Source: 24, Dest: 1, Next Node: 25
Source: 24, Dest: 2, Next Node: 25
Source: 24, Dest: 3, Next Node: 25
Source: 24, Dest: 4, Next Node: 25
Source: 24, Dest: 5, Next Node: 25
Source: 24, Dest: 6, Next Node: 25
Source: 24, Dest: 7, Next Node: 25
Source: 24, Dest: 8, Next Node: 25
Source: 24, Dest: 9, Next Node: 25
Source: 24, Dest: 10, Next Node: 25
Source: 24, Dest: 11, Next Node: 25
Source: 24, Dest: 12, Next Node: -1
Source: 24, Dest: 13, Next Node: 25
Source: 24, Dest: 14, Next Node: 25
Source: 24, Dest: 15, Next Node: 25
Source: 24, Dest: 16, Next Node: -1
